,path_id,event_template,cluster_id,corr,participant_id,apply_to_event
0,sameEv-sameSchema,2,5,0.03877857300850001,sub-125,2
1,sameEv-sameSchema,2,5,0.04510344977407022,sub-125,3
2,sameEv-sameSchema,2,5,0.0032937087243656202,sub-125,4
3,sameEv-sameSchema,2,5,0.12637357411444972,sub-107,2
4,sameEv-sameSchema,2,5,0.02360439476885638,sub-107,3
5,sameEv-sameSchema,2,5,0.024306189172749272,sub-107,4
6,sameEv-sameSchema,2,5,0.07495731032957302,sub-133,2
7,sameEv-sameSchema,2,5,-0.008217294490789014,sub-133,3
8,sameEv-sameSchema,2,5,-0.022394964372610248,sub-133,4
9,sameEv-sameSchema,2,5,-0.06115973078016894,sub-118,2
10,sameEv-sameSchema,2,5,-0.015157618613138682,sub-118,3
11,sameEv-sameSchema,2,5,0.011798998522766712,sub-118,4
12,sameEv-sameSchema,2,5,0.08462415078838482,sub-143,2
13,sameEv-sameSchema,2,5,0.02338412408759119,sub-143,3
14,sameEv-sameSchema,2,5,0.01414839676746615,sub-143,4
15,sameEv-sameSchema,2,5,0.049855894713558994,sub-141,2
16,sameEv-sameSchema,2,5,0.005461266075773427,sub-141,3
17,sameEv-sameSchema,2,5,-0.002480752519986025,sub-141,4
18,sameEv-sameSchema,2,5,-0.041099314310993146,sub-119,2
19,sameEv-sameSchema,2,5,-0.0684337200208553,sub-119,3
20,sameEv-sameSchema,2,5,0.010057622957942292,sub-119,4
21,sameEv-sameSchema,2,5,0.14082811956899563,sub-137,2
22,sameEv-sameSchema,2,5,0.020580444038929325,sub-137,3
23,sameEv-sameSchema,2,5,0.0291725647375739,sub-137,4
24,sameEv-sameSchema,2,5,0.07198612822700431,sub-117,2
25,sameEv-sameSchema,2,5,0.0008062652068126191,sub-117,3
26,sameEv-sameSchema,2,5,-0.0015902415710809575,sub-117,4
27,sameEv-sameSchema,2,5,0.08181743925174605,sub-105,2
28,sameEv-sameSchema,2,5,0.017435566562391383,sub-105,3
29,sameEv-sameSchema,2,5,0.02136812434827949,sub-105,4
30,sameEv-sameSchema,2,5,0.11936448952507345,sub-128,2
31,sameEv-sameSchema,2,5,0.030052506951685723,sub-128,3
32,sameEv-sameSchema,2,5,0.008594814476885593,sub-128,4
33,sameEv-sameSchema,2,5,0.026914794451290816,sub-142,2
34,sameEv-sameSchema,2,5,0.004168024417796336,sub-142,3
35,sameEv-sameSchema,2,5,0.04258017248870344,sub-142,4
36,sameEv-sameSchema,2,5,0.09169271968907035,sub-110,2
37,sameEv-sameSchema,2,5,0.0015146745742092445,sub-110,3
38,sameEv-sameSchema,2,5,0.013956758342022951,sub-110,4
39,sameEv-sameSchema,2,5,0.10704080955540816,sub-122,2
40,sameEv-sameSchema,2,5,0.06189066301703172,sub-122,3
41,sameEv-sameSchema,2,5,0.03459382603406335,sub-122,4
42,sameEv-sameSchema,2,5,0.08045315511738871,sub-124,2
43,sameEv-sameSchema,2,5,0.02400594151894334,sub-124,3
44,sameEv-sameSchema,2,5,-0.0014922336635383763,sub-124,4
45,sameEv-sameSchema,2,5,0.09787357411445007,sub-129,2
46,sameEv-sameSchema,2,5,0.012449437347931957,sub-129,3
47,sameEv-sameSchema,2,5,0.00887010123392412,sub-129,4
48,sameEv-sameSchema,2,5,0.05291942364205146,sub-134,2
49,sameEv-sameSchema,2,5,0.017234662843239483,sub-134,3
50,sameEv-sameSchema,2,5,0.012088427615571764,sub-134,4
51,sameEv-sameSchema,2,5,0.11946611053180402,sub-114,2
